,year,state,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Gender
1492,2009,Illinois,Isabella,Olivia,Sophia,Emma,Emily,girl
1493,2009,Indiana,Emma,Olivia,Isabella,Ava,Addison,girl
1494,2009,Iowa,Ava,Olivia,Emma,Isabella,Addison,girl
1495,2009,Kansas,Emma,Isabella,Ava,Olivia,Abigail,girl
1496,2009,Kentucky,Emma,Isabella,Madison,Olivia,Abigail,girl
1497,2009,Louisiana,Ava,Emma,Isabella,Madison,Olivia,girl
1498,2009,Maine,Emma,Olivia,Isabella,Abigail,Madison,girl
1499,2009,Maryland,Madison,Olivia,Ava,Isabella,Emma,girl
1500,2009,Massachusetts,Olivia,Isabella,Sophia,Ava,Emma,girl
1501,2009,Michigan,Olivia,Isabella,Ava,Emma,Madison,girl
1502,2009,Minnesota,Olivia,Ava,Emma,Sophia,Isabella,girl
1503,2009,Mississippi,Madison,Emma,Addison,Ava,Anna,girl
1504,2009,Missouri,Emma,Olivia,Isabella,Madison,Ava,girl
1505,2009,Montana,Emma,Isabella,Olivia,Ava,Madison,girl
1506,2009,Nebraska,Addison,Isabella,Ava,Olivia,Sophia,girl
1507,2009,Nevada,Isabella,Sophia,Emma,Olivia,Emily,girl
1508,2009,New Hampshire,Olivia,Isabella,Ava,Emma,Abigail,girl
1509,2009,New Jersey,Isabella,Olivia,Sophia,Ava,Emily,girl
1510,2009,New Mexico,Isabella,Olivia,Mia,Nevaeh,Sophia,girl
1511,2009,New York,Isabella,Sophia,Olivia,Emma,Emily,girl
1512,2009,North Carolina,Emma,Madison,Isabella,Ava,Abigail,girl
1513,2009,North Dakota,Olivia,Ava,Emma,Ella,Isabella,girl
1514,2009,Ohio,Isabella,Emma,Olivia,Ava,Madison,girl
1515,2009,Oklahoma,Isabella,Emma,Addison,Madison,Abigail,girl
1516,2009,Oregon,Emma,Olivia,Isabella,Emily,Sophia,girl
1517,2009,Pennsylvania,Isabella,Olivia,Ava,Emma,Sophia,girl
1518,2009,Rhode Island,Isabella,Olivia,Sophia,Ava,Emma,girl
1519,2009,South Carolina,Emma,Madison,Isabella,Olivia,Abigail,girl
1520,2009,South Dakota,Emma,Ava,Isabella,Sophia,Alexis,girl
1521,2009,Tennessee,Emma,Madison,Isabella,Olivia,Abigail,girl
1522,2009,Texas,Isabella,Emily,Mia,Emma,Sophia,girl
1523,2009,Utah,Olivia,Emma,Abigail,Brooklyn,Lily,girl
1524,2009,Vermont,Emma,Ava,Isabella,Madison,Sophia,girl
1525,2009,Virginia,Isabella,Madison,Emma,Olivia,Abigail,girl
1526,2009,Washington,Isabella,Sophia,Olivia,Emma,Abigail,girl
1527,2009,West Virginia,Madison,Isabella,Emma,Alexis,Abigail,girl
1528,2009,Wisconsin,Olivia,Isabella,Emma,Ava,Sophia,girl
1529,2009,Wyoming,Isabella,Madison,Ava,Emma,Alexis,girl
1530,2010,Alabama,Emma,Isabella,Madison,Ava,Olivia,girl
1531,2010,Alaska,Sophia,Emma,Isabella,Olivia,Ava,girl
1532,2010,Arizona,Isabella,Sophia,Mia,Emma,Olivia,girl
1533,2010,Arkansas,Emma,Isabella,Addison,Chloe,Madison,girl
1534,2010,California,Isabella,Sophia,Emily,Mia,Emma,girl
1535,2010,Colorado,Isabella,Sophia,Olivia,Emma,Abigail,girl
1536,2010,Connecticut,Isabella,Olivia,Sophia,Ava,Emma,girl
1537,2010,Delaware,Sophia,Isabella,Ava,Olivia,Emily,girl
1538,2010,Dist. of Columbia,Madison,Olivia,Charlotte,Ashley,Ava,girl
1539,2010,Florida,Isabella,Sophia,Olivia,Emma,Emily,girl
1540,2010,Georgia,Isabella,Madison,Emma,Abigail,Olivia,girl
1541,2010,Hawaii,Isabella,Sophia,Chloe,Ava,Emma,girl
1542,2010,Idaho,Olivia,Emma,Sophia,Ava,Abigail,girl
1543,2010,Illinois,Isabella,Sophia,Olivia,Emma,Emily,girl
1544,2010,Indiana,Emma,Sophia,Isabella,Olivia,Ava,girl
1545,2010,Iowa,Ava,Emma,Sophia,Isabella,Olivia,girl
1546,2010,Kansas,Isabella,Ava,Emma,Sophia,Olivia,girl
1547,2010,Kentucky,Isabella,Emma,Addison,Abigail,Madison,girl
1548,2010,Louisiana,Ava,Emma,Isabella,Madison,Olivia,girl
1549,2010,Maine,Emma,Olivia,Isabella,Madison,Sophia,girl
1550,2010,Maryland,Sophia,Madison,Isabella,Olivia,Abigail,girl
1551,2010,Massachusetts,Isabella,Sophia,Olivia,Ava,Emma,girl
1552,2010,Michigan,Sophia,Isabella,Olivia,Ava,Emma,girl
1553,2010,Minnesota,Ava,Olivia,Sophia,Isabella,Emma,girl
1554,2010,Mississippi,Madison,Emma,Addison,Ava,Isabella,girl
1555,2010,Missouri,Isabella,Emma,Olivia,Sophia,Ava,girl
1556,2010,Montana,Emma,Isabella,Sophia,Olivia,Ella,girl
1557,2010,Nebraska,Olivia,Isabella,Ava,Sophia,Emma,girl
1558,2010,Nevada,Isabella,Sophia,Emily,Emma,Olivia,girl
1559,2010,New Hampshire,Sophia,Olivia,Ava,Isabella,Emma,girl
1560,2010,New Jersey,Isabella,Sophia,Olivia,Ava,Emily,girl
1561,2010,New Mexico,Isabella,Sophia,Mia,Nevaeh,Olivia,girl
1562,2010,New York,Isabella,Sophia,Olivia,Emma,Ava,girl
1563,2010,North Carolina,Emma,Isabella,Ava,Madison,Sophia,girl
1564,2010,North Dakota,Sophia,Isabella,Addison,Ella,Olivia,girl
1565,2010,Ohio,Isabella,Olivia,Ava,Emma,Sophia,girl
1566,2010,Oklahoma,Isabella,Emma,Olivia,Addison,Madison,girl
1567,2010,Oregon,Sophia,Olivia,Emma,Isabella,Emily,girl
1568,2010,Pennsylvania,Isabella,Sophia,Emma,Olivia,Ava,girl
1569,2010,Rhode Island,Isabella,Sophia,Ava,Olivia,Emma,girl
1570,2010,South Carolina,Madison,Isabella,Emma,Olivia,Ava,girl
1571,2010,South Dakota,Sophia,Ava,Emma,Isabella,Olivia,girl
1572,2010,Tennessee,Isabella,Emma,Madison,Addison,Abigail,girl
1573,2010,Texas,Isabella,Sophia,Emma,Emily,Mia,girl
1574,2010,Utah,Olivia,Abigail,Sophia,Emma,Lily,girl
1575,2010,Vermont,Sophia,Ava,Olivia,Emma,Isabella,girl
1576,2010,Virginia,Olivia,Sophia,Isabella,Emma,Abigail,girl
1577,2010,Washington,Sophia,Olivia,Isabella,Emma,Emily,girl
1578,2010,West Virginia,Isabella,Madison,Emma,Abigail,Olivia,girl
1579,2010,Wisconsin,Olivia,Sophia,Ava,Isabella,Emma,girl
1580,2010,Wyoming,Isabella,Sophia,Madison,Addison,Chloe,girl
1581,2011,Alabama,Emma,Ava,Madison,Olivia,Isabella,girl
1582,2011,Alaska,Olivia,Emma,Isabella,Madison,Sophia,girl
1583,2011,Arizona,Sophia,Isabella,Emma,Emily,Mia,girl
1584,2011,Arkansas,Emma,Isabella,Addison,Madison,Abigail,girl
1585,2011,California,Sophia,Isabella,Emily,Mia,Emma,girl
1586,2011,Colorado,Olivia,Sophia,Emma,Isabella,Abigail,girl
1587,2011,Connecticut,Sophia,Isabella,Olivia,Emma,Ava,girl
1588,2011,Delaware,Sophia,Olivia,Ava,Emma,Emily,girl
1589,2011,Dist. of Columbia,Sophia,Ava,Elizabeth,Madison,Olivia,girl
1590,2011,Florida,Isabella,Sophia,Emma,Olivia,Emily,girl
1591,2011,Georgia,Isabella,Emma,Madison,Olivia,Ava,girl
1592,2011,Hawaii,Sophia,Olivia,Chloe,Emma,Isabella,girl
1593,2011,Idaho,Emma,Sophia,Olivia,Ava,Emily,girl
1594,2011,Illinois,Sophia,Olivia,Isabella,Emma,Emily,girl
1595,2011,Indiana,Emma,Olivia,Ava,Sophia,Isabella,girl
1596,2011,Iowa,Emma,Olivia,Sophia,Ava,Addison,girl
1597,2011,Kansas,Sophia,Emma,Olivia,Isabella,Ava,girl
1598,2011,Kentucky,Emma,Isabella,Sophia,Olivia,Addison,girl
1599,2011,Louisiana,Ava,Emma,Isabella,Sophia,Olivia,girl
1600,2011,Maine,Emma,Sophia,Isabella,Olivia,Ava,girl
1601,2011,Maryland,Sophia,Olivia,Isabella,Madison,Ava,girl
1602,2011,Massachusetts,Sophia,Olivia,Isabella,Emma,Ava,girl
1603,2011,Michigan,Olivia,Sophia,Emma,Isabella,Ava,girl
1604,2011,Minnesota,Olivia,Sophia,Emma,Ava,Isabella,girl
1605,2011,Mississippi,Madison,Emma,Ava,Olivia,Addison,girl
1606,2011,Missouri,Emma,Sophia,Olivia,Ava,Isabella,girl
1607,2011,Montana,Emma,Olivia,Madison,Ava,Harper,girl
1608,2011,Nebraska,Emma,Sophia,Ava,Olivia,Ella,girl
1609,2011,Nevada,Sophia,Isabella,Olivia,Emily,Emma,girl
1610,2011,New Hampshire,Sophia,Olivia,Emma,Ava,Abigail,girl
1611,2011,New Jersey,Sophia,Isabella,Olivia,Ava,Emily,girl
1612,2011,New Mexico,Sophia,Isabella,Mia,Nevaeh,Emma,girl
1613,2011,New York,Sophia,Isabella,Olivia,Emma,Ava,girl
1614,2011,North Carolina,Emma,Ava,Olivia,Isabella,Sophia,girl
1615,2011,North Dakota,Emma,Ava,Sophia,Olivia,Harper,girl
1616,2011,Ohio,Emma,Sophia,Ava,Olivia,Isabella,girl
1617,2011,Oklahoma,Emma,Sophia,Isabella,Olivia,Ava,girl
1618,2011,Oregon,Sophia,Emma,Olivia,Ava,Isabella,girl
1619,2011,Pennsylvania,Sophia,Emma,Ava,Olivia,Isabella,girl
1620,2011,Rhode Island,Sophia,Olivia,Isabella,Emma,Ava,girl
1621,2011,South Carolina,Madison,Emma,Isabella,Olivia,Ava,girl
1622,2011,South Dakota,Ava,Emma,Olivia,Sophia,Brooklyn,girl
1623,2011,Tennessee,Emma,Isabella,Ava,Olivia,Madison,girl
1624,2011,Texas,Sophia,Isabella,Emma,Mia,Emily,girl
1625,2011,Utah,Olivia,Sophia,Emma,Lily,Abigail,girl
1626,2011,Vermont,Emma,Olivia,Sophia,Ava,Isabella,girl
1627,2011,Virginia,Sophia,Emma,Olivia,Isabella,Abigail,girl
1628,2011,Washington,Sophia,Olivia,Emma,Emily,Isabella,girl
1629,2011,West Virginia,Isabella,Emma,Madison,Sophia,Addison,girl
1630,2011,Wisconsin,Sophia,Emma,Ava,Olivia,Isabella,girl
1631,2011,Wyoming,Emma,Olivia,Addison,Sophia,Isabella,girl
1632,2012,Alabama,Emma,Ava,Olivia,Isabella,Madison,girl
1633,2012,Alaska,Emma,Sophia,Olivia,Abigail,Ava,girl
1634,2012,Arizona,Sophia,Isabella,Emma,Mia,Olivia,girl
1635,2012,Arkansas,Emma,Sophia,Ava,Isabella,Olivia,girl
1636,2012,California,Sophia,Isabella,Emma,Emily,Mia,girl
1637,2012,Colorado,Emma,Sophia,Olivia,Isabella,Ava,girl
1638,2012,Connecticut,Emma,Olivia,Isabella,Sophia,Ava,girl
1639,2012,Delaware,Sophia,Isabella,Emma,Olivia,Ava,girl
1640,2012,Dist. of Columbia,Sophia,Emma,Olivia,Charlotte,Genesis,girl
1641,2012,Florida,Isabella,Sophia,Emma,Olivia,Mia,girl
1642,2012,Georgia,Emma,Ava,Isabella,Madison,Olivia,girl
1643,2012,Hawaii,Sophia,Emma,Isabella,Ava,Mia,girl
1644,2012,Idaho,Olivia,Sophia,Emma,Ava,Abigail,girl
1645,2012,Illinois,Sophia,Olivia,Isabella,Emma,Ava,girl
1646,2012,Indiana,Emma,Sophia,Olivia,Ava,Isabella,girl
1647,2012,Iowa,Emma,Sophia,Olivia,Harper,Ava,girl
1648,2012,Kansas,Emma,Sophia,Olivia,Isabella,Ava,girl
1649,2012,Kentucky,Emma,Isabella,Sophia,Ava,Abigail,girl
1650,2012,Louisiana,Emma,Ava,Isabella,Olivia,Chloe,girl
1651,2012,Maine,Emma,Sophia,Abigail,Ava,Olivia,girl
1652,2012,Maryland,Sophia,Emma,Ava,Olivia,Isabella,girl
1653,2012,Massachusetts,Emma,Sophia,Olivia,Isabella,Ava,girl
1654,2012,Michigan,Emma,Sophia,Ava,Olivia,Isabella,girl
1655,2012,Minnesota,Olivia,Emma,Sophia,Ava,Avery,girl
1656,2012,Mississippi,Emma,Madison,Ava,Olivia,Chloe,girl
1657,2012,Missouri,Emma,Sophia,Olivia,Ava,Isabella,girl
1658,2012,Montana,Emma,Olivia,Ava,Sophia,Harper,girl
1659,2012,Nebraska,Emma,Olivia,Sophia,Harper,Ava,girl
1660,2012,Nevada,Sophia,Isabella,Emma,Olivia,Mia,girl
1661,2012,New Hampshire,Emma,Sophia,Olivia,Isabella,Ava,girl
1662,2012,New Jersey,Sophia,Isabella,Emma,Olivia,Ava,girl
1663,2012,New Mexico,Sophia,Isabella,Emma,Mia,Nevaeh,girl
1664,2012,New York,Sophia,Isabella,Emma,Olivia,Ava,girl
1665,2012,North Carolina,Emma,Sophia,Ava,Olivia,Isabella,girl
1666,2012,North Dakota,Emma,Olivia,Sophia,Harper,Ava,girl
1667,2012,Ohio,Sophia,Emma,Ava,Olivia,Isabella,girl
1668,2012,Oklahoma,Emma,Sophia,Isabella,Olivia,Abigail,girl
1669,2012,Oregon,Emma,Sophia,Olivia,Isabella,Abigail,girl
1670,2012,Pennsylvania,Emma,Sophia,Ava,Olivia,Isabella,girl
1671,2012,Rhode Island,Sophia,Ava,Emma,Isabella,Olivia,girl
1672,2012,South Carolina,Emma,Madison,Olivia,Ava,Isabella,girl
1673,2012,South Dakota,Emma,Harper,Sophia,Olivia,Ava,girl
1674,2012,Tennessee,Emma,Olivia,Ava,Isabella,Sophia,girl
1675,2012,Texas,Sophia,Isabella,Emma,Mia,Emily,girl
1676,2012,Utah,Emma,Olivia,Sophia,Lily,Ava,girl
1677,2012,Vermont,Ava,Olivia,Emma,Sophia,Ella,girl
1678,2012,Virginia,Emma,Sophia,Olivia,Abigail,Isabella,girl
1679,2012,Washington,Sophia,Emma,Olivia,Isabella,Ava,girl
1680,2012,West Virginia,Emma,Sophia,Isabella,Ava,Olivia,girl
1681,2012,Wisconsin,Emma,Sophia,Olivia,Ava,Isabella,girl
1682,2012,Wyoming,Emma,Sophia,Madison,Elizabeth,Olivia,girl
1683,2013,Alabama,Emma,Ava,Olivia,Madison,Isabella,girl
1684,2013,Alaska,Emma,Sophia,Abigail,Isabella,Olivia,girl
1685,2013,Arizona,Sophia,Isabella,Emma,Mia,Olivia,girl
1686,2013,Arkansas,Emma,Olivia,Ava,Isabella,Sophia,girl
1687,2013,California,Sophia,Isabella,Mia,Emma,Emily,girl
1688,2013,Colorado,Olivia,Emma,Sophia,Isabella,Ava,girl
1689,2013,Connecticut,Olivia,Isabella,Emma,Sophia,Ava,girl
1690,2013,Delaware,Ava,Olivia,Emma,Emily,Sophia,girl
1691,2013,Dist. of Columbia,Charlotte,Sofia,Olivia,Genesis,Emma,girl
1692,2013,Florida,Isabella,Sophia,Emma,Olivia,Mia,girl
1693,2013,Georgia,Emma,Olivia,Ava,Madison,Isabella,girl
1694,2013,Hawaii,Olivia,Sophia,Ava,Emma,Mia,girl
1695,2013,Idaho,Emma,Olivia,Sophia,Ava,Harper,girl
1696,2013,Illinois,Olivia,Sophia,Emma,Isabella,Emily,girl
1697,2013,Indiana,Sophia,Emma,Olivia,Ava,Isabella,girl
1698,2013,Iowa,Emma,Harper,Sophia,Olivia,Ava,girl
1699,2013,Kansas,Emma,Olivia,Ava,Sophia,Harper,girl
1700,2013,Kentucky,Emma,Sophia,Ava,Isabella,Olivia,girl
1701,2013,Louisiana,Ava,Emma,Olivia,Sophia,Aubrey,girl
1702,2013,Maine,Sophia,Emma,Olivia,Isabella,Charlotte,girl
1703,2013,Maryland,Sophia,Olivia,Ava,Emma,Abigail,girl
1704,2013,Massachusetts,Emma,Olivia,Sophia,Isabella,Ava,girl
1705,2013,Michigan,Emma,Sophia,Ava,Olivia,Isabella,girl
1706,2013,Minnesota,Olivia,Emma,Sophia,Ava,Charlotte,girl
1707,2013,Mississippi,Ava,Emma,Madison,Aubrey,Chloe,girl
1708,2013,Missouri,Emma,Olivia,Ava,Sophia,Harper,girl
1709,2013,Montana,Emma,Olivia,Harper,Ava,Sophia,girl
1710,2013,Nebraska,Emma,Olivia,Sophia,Harper,Charlotte,girl
1711,2013,Nevada,Sophia,Isabella,Emma,Mia,Olivia,girl
1712,2013,New Hampshire,Emma,Olivia,Sophia,Charlotte,Ava,girl
1713,2013,New Jersey,Isabella,Sophia,Olivia,Emma,Ava,girl
1714,2013,New Mexico,Sophia,Isabella,Emma,Mia,Olivia,girl
1715,2013,New York,Sophia,Isabella,Olivia,Emma,Mia,girl
1716,2013,North Carolina,Emma,Ava,Sophia,Olivia,Isabella,girl
1717,2013,North Dakota,Emma,Olivia,Harper,Sophia,Ava,girl
1718,2013,Ohio,Emma,Sophia,Ava,Olivia,Isabella,girl
1719,2013,Oklahoma,Emma,Sophia,Olivia,Ava,Avery,girl
1720,2013,Oregon,Emma,Olivia,Sophia,Abigail,Ava,girl
1721,2013,Pennsylvania,Emma,Sophia,Ava,Olivia,Isabella,girl
1722,2013,Rhode Island,Sophia,Isabella,Emma,Olivia,Mia,girl
1723,2013,South Carolina,Emma,Olivia,Madison,Ava,Sophia,girl
1724,2013,South Dakota,Emma,Harper,Olivia,Sophia,Ava,girl
1725,2013,Tennessee,Emma,Ava,Olivia,Sophia,Isabella,girl
1726,2013,Texas,Sophia,Emma,Isabella,Mia,Olivia,girl
1727,2013,Utah,Olivia,Emma,Abigail,Ava,Elizabeth,girl
1728,2013,Vermont,Olivia,Sophia,Emma,Avery,Ava,girl
1729,2013,Virginia,Emma,Olivia,Sophia,Ava,Abigail,girl
1730,2013,Washington,Emma,Olivia,Sophia,Isabella,Abigail,girl
1731,2013,West Virginia,Emma,Olivia,Sophia,Isabella,Abigail,girl
1732,2013,Wisconsin,Emma,Olivia,Ava,Sophia,Evelyn,girl
1733,2013,Wyoming,Sophia,Emma,Harper,Olivia,Paisley,girl
1734,2014,Alabama,Ava,Emma,Olivia,Isabella,Elizabeth,girl
1735,2014,Alaska,Emma,Olivia,Sophia,Aurora,Abigail,girl
1736,2014,Arizona,Sophia,Emma,Mia,Isabella,Olivia,girl
1737,2014,Arkansas,Emma,Olivia,Ava,Harper,Isabella,girl
1738,2014,California,Sophia,Isabella,Emma,Mia,Olivia,girl
1739,2014,Colorado,Olivia,Emma,Sophia,Isabella,Evelyn,girl
1740,2014,Connecticut,Olivia,Emma,Sophia,Isabella,Ava,girl
1741,2014,Delaware,Sophia,Ava,Emma,Olivia,Isabella,girl
1742,2014,Dist. of Columbia,Elizabeth,Olivia,Ava,Emma,Zoe,girl
1743,2014,Florida,Isabella,Sophia,Emma,Olivia,Mia,girl
1744,2014,Georgia,Olivia,Ava,Emma,Madison,Isabella,girl
1745,2014,Hawaii,Emma,Mia,Sophia,Aria,Ava,girl
1746,2014,Idaho,Emma,Olivia,Charlotte,Abigail,Harper,girl
1747,2014,Illinois,Olivia,Emma,Sophia,Isabella,Ava,girl
1748,2014,Indiana,Emma,Olivia,Ava,Sophia,Isabella,girl
1749,2014,Iowa,Emma,Olivia,Harper,Ava,Sophia,girl
1750,2014,Kansas,Olivia,Emma,Harper,Ava,Sophia,girl
1751,2014,Kentucky,Emma,Ava,Olivia,Sophia,Isabella,girl
1752,2014,Louisiana,Emma,Ava,Olivia,Sophia,Aubrey,girl
1753,2014,Maine,Emma,Olivia,Charlotte,Isabella,Lillian,girl
1754,2014,Maryland,Olivia,Ava,Emma,Sophia,Abigail,girl
1755,2014,Massachusetts,Emma,Olivia,Isabella,Sophia,Ava,girl
1756,2014,Michigan,Olivia,Emma,Ava,Sophia,Isabella,girl
1757,2014,Minnesota,Olivia,Emma,Evelyn,Ava,Charlotte,girl
1758,2014,Mississippi,Ava,Emma,Olivia,Madison,Aubrey,girl
1759,2014,Missouri,Emma,Olivia,Ava,Sophia,Harper,girl
1760,2014,Montana,Emma,Harper,Sophia,Ava,Isabella,girl
1761,2014,Nebraska,Olivia,Emma,Harper,Ava,Sophia,girl
1762,2014,Nevada,Sophia,Emma,Isabella,Mia,Olivia,girl
1763,2014,New Hampshire,Olivia,Charlotte,Sophia,Ava,Emma,girl
1764,2014,New Jersey,Sophia,Emma,Olivia,Isabella,Mia,girl
1765,2014,New Mexico,Mia,Sophia,Isabella,Emma,Olivia,girl
1766,2014,New York,Sophia,Olivia,Emma,Isabella,Mia,girl
1767,2014,North Carolina,Ava,Emma,Olivia,Isabella,Sophia,girl
1768,2014,North Dakota,Harper,Emma,Olivia,Ava,Avery,girl
1769,2014,Ohio,Emma,Olivia,Ava,Sophia,Isabella,girl
1770,2014,Oklahoma,Emma,Olivia,Harper,Isabella,Sophia,girl
1771,2014,Oregon,Emma,Olivia,Sophia,Abigail,Isabella,girl
1772,2014,Pennsylvania,Emma,Olivia,Ava,Sophia,Isabella,girl
1773,2014,Rhode Island,Olivia,Ava,Emma,Sophia,Isabella,girl
1774,2014,South Carolina,Emma,Ava,Olivia,Madison,Isabella,girl
1775,2014,South Dakota,Harper,Ava,Olivia,Emma,Sophia,girl
1776,2014,Tennessee,Emma,Olivia,Ava,Sophia,Isabella,girl
1777,2014,Texas,Emma,Sophia,Isabella,Mia,Olivia,girl
1778,2014,Utah,Olivia,Emma,Lucy,Charlotte,Harper,girl
1779,2014,Vermont,Olivia,Emma,Sophia,Ava,Abigail,girl
1780,2014,Virginia,Emma,Olivia,Ava,Sophia,Abigail,girl
1781,2014,Washington,Olivia,Emma,Sophia,Ava,Emily,girl
1782,2014,West Virginia,Sophia,Emma,Olivia,Ava,Isabella,girl
1783,2014,Wisconsin,Olivia,Emma,Ava,Evelyn,Sophia,girl
1784,2014,Wyoming,Olivia,Emma,Brooklyn,Abigail,Elizabeth,girl
1785,2015,Alabama,Ava,Emma,Olivia,Harper,Elizabeth,girl
1786,2015,Alaska,Olivia,Emma,Aurora,Ava,Amelia,girl
1787,2015,Arizona,Sophia,Mia,Emma,Olivia,Isabella,girl
1788,2015,Arkansas,Emma,Olivia,Ava,Isabella,Harper,girl
1789,2015,California,Sophia,Mia,Emma,Olivia,Isabella,girl
1790,2015,Colorado,Emma,Olivia,Mia,Evelyn,Sophia,girl
1791,2015,Connecticut,Sophia,Emma,Olivia,Isabella,Ava,girl
1792,2015,Delaware,Ava,Olivia,Sophia,Abigail,Emma,girl
1793,2015,Dist. of Columbia,Genesis,Ava,Charlotte,Sofia,Emma,girl
1794,2015,Florida,Isabella,Emma,Sophia,Olivia,Mia,girl
1795,2015,Georgia,Ava,Olivia,Emma,Madison,Isabella,girl
1796,2015,Hawaii,Mia,Emma,Olivia,Aria,Ava,girl
1797,2015,Idaho,Olivia,Emma,Evelyn,Ava,Harper,girl
1798,2015,Illinois,Olivia,Emma,Sophia,Mia,Isabella,girl
1799,2015,Indiana,Emma,Olivia,Ava,Harper,Sophia,girl
1800,2015,Iowa,Emma,Olivia,Harper,Evelyn,Sophia,girl
1801,2015,Kansas,Emma,Olivia,Ava,Harper,Sophia,girl
1802,2015,Kentucky,Emma,Olivia,Ava,Harper,Isabella,girl
1803,2015,Louisiana,Ava,Emma,Olivia,Isabella,Madison,girl
1804,2015,Maine,Emma,Olivia,Amelia,Abigail,Harper,girl
1805,2015,Maryland,Olivia,Sophia,Ava,Emma,Charlotte,girl
1806,2015,Massachusetts,Olivia,Emma,Sophia,Isabella,Charlotte,girl
1807,2015,Michigan,Olivia,Ava,Emma,Sophia,Charlotte,girl
1808,2015,Minnesota,Olivia,Emma,Evelyn,Ava,Nora,girl
1809,2015,Mississippi,Ava,Emma,Olivia,Madison,Brooklyn,girl
1810,2015,Missouri,Emma,Olivia,Ava,Harper,Charlotte,girl
1811,2015,Montana,Emma,Olivia,Harper,Ava,Aurora,girl
1812,2015,Nebraska,Olivia,Emma,Harper,Charlotte,Ava,girl
1813,2015,Nevada,Sophia,Olivia,Mia,Emma,Isabella,girl
1814,2015,New Hampshire,Olivia,Charlotte,Emma,Sophia,Ava,girl
1815,2015,New Jersey,Emma,Isabella,Sophia,Olivia,Mia,girl
1816,2015,New Mexico,Mia,Sophia,Isabella,Ava,Olivia,girl
1817,2015,New York,Olivia,Emma,Sophia,Isabella,Mia,girl
1818,2015,North Carolina,Ava,Emma,Olivia,Isabella,Sophia,girl
1819,2015,North Dakota,Ava,Emma,Olivia,Harper,Avery,girl
1820,2015,Ohio,Emma,Ava,Olivia,Sophia,Harper,girl
1821,2015,Oklahoma,Emma,Olivia,Ava,Isabella,Sophia,girl
1822,2015,Oregon,Emma,Olivia,Sophia,Abigail,Charlotte,girl
1823,2015,Pennsylvania,Olivia,Emma,Ava,Sophia,Isabella,girl
1824,2015,Rhode Island,Olivia,Emma,Sophia,Ava,Isabella,girl
1825,2015,South Carolina,Ava,Olivia,Emma,Madison,Elizabeth,girl
1826,2015,South Dakota,Harper,Emma,Olivia,Ava,Evelyn,girl
1827,2015,Tennessee,Emma,Ava,Olivia,Harper,Isabella,girl
1828,2015,Texas,Emma,Sophia,Mia,Isabella,Olivia,girl
1829,2015,Utah,Emma,Olivia,Charlotte,Evelyn,Harper,girl
1830,2015,Vermont,Emma,Ava,Harper,Charlotte,Isabella,girl
1831,2015,Virginia,Emma,Olivia,Ava,Charlotte,Sophia,girl
1832,2015,Washington,Olivia,Emma,Sophia,Ava,Evelyn,girl
1833,2015,West Virginia,Emma,Ava,Olivia,Harper,Sophia,girl
1834,2015,Wisconsin,Emma,Olivia,Ava,Evelyn,Harper,girl
1835,2015,Wyoming,Emma,Harper,Olivia,Amelia,Ava,girl
1836,2016,Alabama,Ava,Emma,Olivia,Elizabeth,Harper,girl
1837,2016,Alaska,Emma,Olivia,Amelia,Charlotte,Aurora,girl
1838,2016,Arizona,Emma,Sophia,Mia,Olivia,Isabella,girl
1839,2016,Arkansas,Ava,Emma,Olivia,Abigail,Harper,girl
1840,2016,California,Mia,Sophia,Emma,Olivia,Isabella,girl
1841,2016,Colorado,Olivia,Emma,Charlotte,Isabella,Sophia,girl
1842,2016,Connecticut,Olivia,Charlotte,Mia,Ava,Isabella,girl
1843,2016,Delaware,Olivia,Ava,Emma,Charlotte,Sophia,girl
1844,2016,Dist. of Columbia,Ava,Sofia,Charlotte,Olivia,Emma,girl
1845,2016,Florida,Isabella,Olivia,Emma,Sophia,Mia,girl
1846,2016,Georgia,Ava,Olivia,Emma,Isabella,Madison,girl
1847,2016,Hawaii,Olivia,Mia,Emma,Isabella,Ava,girl
1848,2016,Idaho,Emma,Olivia,Harper,Abigail,Charlotte,girl
1849,2016,Illinois,Olivia,Emma,Sophia,Ava,Mia,girl
1850,2016,Indiana,Emma,Olivia,Ava,Charlotte,Harper,girl
1851,2016,Iowa,Olivia,Emma,Harper,Evelyn,Charlotte,girl
1852,2016,Kansas,Emma,Olivia,Charlotte,Sophia,Ava,girl
1853,2016,Kentucky,Emma,Ava,Olivia,Harper,Sophia,girl
1854,2016,Louisiana,Ava,Olivia,Emma,Amelia,Harper,girl
1855,2016,Maine,Emma,Charlotte,Olivia,Sophia,Harper,girl
1856,2016,Maryland,Ava,Olivia,Emma,Charlotte,Sophia,girl
1857,2016,Massachusetts,Olivia,Emma,Charlotte,Sophia,Isabella,girl
1858,2016,Michigan,Ava,Olivia,Emma,Charlotte,Sophia,girl
1859,2016,Minnesota,Evelyn,Olivia,Emma,Charlotte,Harper,girl
1860,2016,Mississippi,Ava,Olivia,Emma,Harper,Brooklyn,girl
1861,2016,Missouri,Olivia,Emma,Charlotte,Harper,Ava,girl
1862,2016,Montana,Harper,Olivia,Emma,Madison,Ava,girl
1863,2016,Nebraska,Emma,Harper,Ava,Olivia,Charlotte,girl
